proteinID,ligandID,mean,median,max,min,var,DATABASE_ID,DATABASE_NAME,SMILES,INCHI_IDENTIFIER,INCHI_KEY,FORMULA,MOLECULAR_WEIGHT,EXACT_MASS,JCHEM_ACCEPTOR_COUNT,JCHEM_ATOM_COUNT,JCHEM_AVERAGE_POLARIZABILITY,JCHEM_BIOAVAILABILITY,JCHEM_DONOR_COUNT,JCHEM_FORMAL_CHARGE,JCHEM_GHOSE_FILTER,JCHEM_IUPAC,ALOGPS_LOGP,JCHEM_LOGP,ALOGPS_LOGS,JCHEM_MDDR_LIKE_RULE,JCHEM_NUMBER_OF_RINGS,JCHEM_PHYSIOLOGICAL_CHARGE,JCHEM_PKA,JCHEM_PKA_STRONGEST_ACIDIC,JCHEM_PKA_STRONGEST_BASIC,JCHEM_POLAR_SURFACE_AREA,JCHEM_REFRACTIVITY,JCHEM_ROTATABLE_BOND_COUNT,JCHEM_RULE_OF_FIVE,ALOGPS_SOLUBILITY,JCHEM_TRADITIONAL_IUPAC,JCHEM_VEBER_RULE,DRUGBANK_ID,DRUG_GROUPS,GENERIC_NAME,SYNONYMS,PRODUCTS,JCHEM_AVERAGE_NEUTRAL_MICROSPECIES_CHARGE,JCHEM_NEUTRAL_CHARGE,SECONDARY_ACCESSION_NUMBERS,INTERNATIONAL_BRANDS,SALTS
7RDY-no-extra,Mrv1909-07282218542D,-13.797727272727274,-13.8,-13.1,-14.5,0.4560412262156457,DB16882,drugbank,[H][C@@]12CC[C@@]3(C[C@]1(CC3=C)CC[C@]1([H])[C@@](C)(CCC[C@@]21C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C38H60O18/c1-16-11-37-9-5-20-35(2,7-4-8-36(20,3)34(50)55-32-29(49)26(46)23(43)18(13-40)52-32)21(37)6-10-38(16,15-37)56-33-30(27(47)24(44)19(14-41)53-33)54-31-28(48)25(45)22(42)17(12-39)51-31/h17-33,39-49H,1,4-15H2,2-3H3/t17-,18-,19-,20+,21+,22-,23-,24-,25+,26+,27+,28-,29-,30-,31+,32+,33+,35-,36-,37-,38+/m1/s1",UEDUENGHJMELGK-HYDKPPNVSA-N,C38H60O18,804.88,804.377965092,17,116,82.03707360008036,0,11,0,0,"(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl (1R,4S,5R,9S,10R,13S)-13-{[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadecane-5-carboxylate",-1.20,-2.161208385333333,-2.25,1,7,0,12.308191996873678,11.841073042119964,-3.6483775957536797,294.97999999999996,186.14950000000005,10,0,4.51e+00 g/l,4-(2-{[5-methyl-1-(naphthalen-2-yl)pyrazol-3-yl]oxy}ethyl)morpholine,0,DB16882,investigational,Stevioside,Steviosin,nan,-2.5917608762125242e-05,0,nan,nan,nan
7RDY-zinc,Mrv1909-01142022502D,-13.704545454545457,-13.7,-13.3,-14.0,0.0483509513742069,DB04934,drugbank,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1OC5=CC(=CC(O)=C5N=C1C4=C3C2=O)N1CCN(CC(C)C)CC1,"InChI=1S/C51H64N4O13/c1-24(2)23-54-16-18-55(19-17-54)32-21-33(57)39-35(22-32)67-48-40(52-39)36-37-44(60)30(8)47-38(36)49(62)51(10,68-47)65-20-15-34(64-11)27(5)46(66-31(9)56)29(7)43(59)28(6)42(58)25(3)13-12-14-26(4)50(63)53-41(48)45(37)61/h12-15,20-22,24-25,27-29,34,42-43,46,57-60H,16-19,23H2,1-11H3,(H,53,63)/b13-12+,20-15+,26-14-/t25-,27+,28+,29+,34-,42-,43+,46+,51-/m0/s1",UEFHFKKWYKVLDC-HTQYORAHSA-N,C51H64N4O13,941.088,940.446988137,15,132,99.77553742067727,0,5,0,0,"(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,32-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-30-[4-(2-methylpropyl)piperazin-1-yl]-6,23,37-trioxo-8,27,38-trioxa-24,34-diazahexacyclo[23.11.1.1^{4,7}.0^{5,36}.0^{26,35}.0^{28,33}]octatriaconta-1,3,5(36),9,19,21,25,28,30,32,34-undecaen-13-yl acetate",5.16,4.476817672610433,-4.91,1,7,-1,5.137267830474128,4.521384612453872,8.63485760087489,226.22,260.8358,6,0,1.16e-02 g/l,olcegepant,0,DB04934,investigational,Rifalazil,3'-hydroxy-5'-(4-isobutyl-1-piperazinyl)benzoxazinorifamycin; Rifalazil; Rifalazilo; Rifalazilum,nan,-1.0113645753428973,-1,nan,nan,nan
7RDY-no-extra,Mrv1572004101615042D,-13.68409090909091,-13.65,-13.1,-14.3,0.3502061310782245,DB00826,drugbank,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3,"InChI=1S/C33H47NO13/c1-18-10-8-6-4-3-5-7-9-11-21(45-32-30(39)28(34)29(38)19(2)44-32)15-25-27(31(40)41)22(36)17-33(42,47-25)16-20(35)14-24-23(46-24)12-13-26(37)43-18/h3-9,11-13,18-25,27-30,32,35-36,38-39,42H,10,14-17,34H2,1-2H3,(H,40,41)/b4-3+,7-5+,8-6+,11-9+,13-12+/t18-,19-,20+,21+,22+,23-,24-,25+,27-,28+,29-,30+,32+,33-/m1/s1",NCXMLFZGDNKEPB-FFPOYIOWSA-N,C33H47NO13,665.733,665.304740577,13,94,68.57872875871091,0,7,0,0,"(1R,3S,5R,7R,8E,12R,14E,16E,18E,20E,22R,24S,25R,26S)-22-{[(2R,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy}-1,3,26-trihydroxy-12-methyl-10-oxo-6,11,28-trioxatricyclo[22.3.1.0⁵,⁷]octacosa-8,14,16,18,20-pentaene-25-carboxylic acid",-3.46,-1.694913093638562,-3.38,0,4,0,11.830297037788116,3.579739281946898,9.113107009890703,230.98999999999995,169.88260000000005,3,0,2.78e-01 g/l,natamycin,0,DB00826,approved,Natamycin,Natamicina; Natamycin; Natamycine; Natamycinum; Pimaracin; Pimaricin,Natacyn,nan,n,APRD01136,Delvocid; Fukricin; InfectoMyk; N-Mycin; Natadrops; Natamet; Natamycyna; Natezhen; Natoph; Natoptic; Optinat; Pimafucin; Pimafusin; Pimaricin,nan
7RDY-zinc,Mrv1718003261822352D,-13.65227272727273,-13.65,-13.5,-13.9,0.0239482029598308,DB04220,drugbank,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)CC(=O)OCC3CCCN(C)C3)[C@@H]1C)=C(N1CCOCC1)C2=O,"InChI=1S/C49H65N3O15/c1-25-12-10-13-26(2)48(61)50-38-39(52-17-20-63-21-18-52)44(59)35-36(43(38)58)42(57)30(6)46-37(35)47(60)49(7,67-46)65-19-15-32(62-9)27(3)45(29(5)41(56)28(4)40(25)55)66-34(54)22-33(53)64-24-31-14-11-16-51(8)23-31/h10,12-13,15,19,25,27-29,31-32,40-41,45,55-57H,11,14,16-18,20-24H2,1-9H3,(H,50,61)/b12-10+,19-15+,26-13-/t25-,27+,28+,29+,31?,32-,40-,41+,45+,49-/m0/s1",FRCBXOTYSDSELT-DUULCSDKSA-N,C49H65N3O15,936.065,935.441568405,15,132,97.81917023700547,0,4,0,0,"1-(1-methylpiperidin-3-yl)methyl (7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17-trihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-(morpholin-4-yl)-6,23,27,29-tetraoxo-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1(28),2,4,9,19,21,25-heptaen-13-yl propanedioate",3.56,2.130702912982131,-4.77,1,6,0,12.003366810369513,6.777098194234386,9.125968831419538,237.0,249.76930000000002,9,0,1.60e-02 g/l,"1-(1-methylpiperidin-3-yl)methyl (7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17-trihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-(morpholin-4-yl)-6,23,27,29-tetraoxo-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1(28),2,4,9,19,21,25-heptaen-13-yl propanedioate",0,DB04220,experimental,CGP 4832,nan,nan,nan,n,EXPT02784,nan,nan
7RDY-zinc,Mrv1572004221603202D,-13.643181818181818,-13.65,-12.9,-14.4,0.3750687103594069,DB13401,drugbank,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(O)[C@]([H])(OC)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1,"InChI=1S/C42H66O14/c1-20-37(49-6)29(43)16-35(51-20)55-39-22(3)53-36(18-31(39)45)56-38-21(2)52-34(17-30(38)44)54-25-9-11-40(4)24(14-25)7-8-27-28(40)15-32(46)41(5)26(10-12-42(27,41)48)23-13-33(47)50-19-23/h13,20-22,24-32,34-39,43-46,48H,7-12,14-19H2,1-6H3/t20-,21-,22-,24-,25+,26-,27-,28+,29+,30+,31+,32-,34+,35+,36+,37-,38-,39-,40+,41+,42+/m1/s1",IYJMSDVSVHDVGT-PEQKVOOWSA-N,C42H66O14,794.976,794.445256805,13,122,86.59377087146314,0,5,0,0,"4-[(1S,2S,5S,7R,10R,11S,14R,15S,16R)-11,16-dihydroxy-5-{[(2R,4S,5S,6R)-4-hydroxy-5-{[(2S,4S,5S,6R)-4-hydroxy-5-{[(2S,4S,5S,6R)-4-hydroxy-5-methoxy-6-methyloxan-2-yl]oxy}-6-methyloxan-2-yl]oxy}-6-methyloxan-2-yl]oxy}-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-14-yl]-2,5-dihydrofuran-2-one",1.78,3.00980717566667,-4.12,1,8,0,13.352739911522743,7.15111619030842,-2.976075008150179,192.05999999999995,197.98400000000004,8,0,6.08e-02 g/l,metildigoxin,0,DB13401,experimental,Metildigoxin,Metildigoxin; Metildigoxina,nan,nan,n,nan,nan,nan
7RDY-no-extra,Mrv0541-05031422282D,-13.604545454545455,-13.5,-13.0,-14.1,0.079513742071882,DB03621,drugbank,[H]\C(=C(\C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@]([H])(C[C@@]2([H])C)OC)[C@]([H])(C[C@@]([H])(C)[C@]([H])(O)\C(C)=C([H])\[C@@]([H])(CC)C(=O)C[C@]([H])(O)[C@@]1([H])C)OC)[C@]1([H])CC[C@@]([H])(OC2=CC=C3N(C)C=CC3=C2)[C@@]([H])(C1)OC,"InChI=1S/C52H76N2O13/c1-11-35-23-29(2)46(57)30(3)24-44(63-9)48-45(64-10)25-32(5)52(61,67-48)49(58)50(59)54-20-13-12-14-39(54)51(60)66-47(33(6)40(55)28-41(35)56)31(4)22-34-15-18-42(43(26-34)62-8)65-37-16-17-38-36(27-37)19-21-53(38)7/h16-17,19,21-23,27,30,32-35,39-40,42-48,55,57,61H,11-15,18,20,24-26,28H2,1-10H3/b29-23+,31-22+/t30-,32-,33-,34+,35-,39+,40+,42-,43-,44+,45+,46-,47-,48-,52-/m1/s1",APSPCHLQXFEUHG-CPBVNLROSA-N,C52H76N2O13,937.1654,936.534740528,12,143,104.27219426547745,0,3,0,0,"(1R,9S,12S,13R,14S,17R,18E,20S,21R,23S,24R,25S,27R)-17-ethyl-1,14,20-trihydroxy-23,25-dimethoxy-12-[(1E)-1-[(1R,3R,4R)-3-methoxy-4-[(1-methyl-1H-indol-5-yl)oxy]cyclohexyl]prop-1-en-2-yl]-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo[22.3.1.0^{4,9}]octacos-18-ene-2,3,10,16-tetrone",4.48,6.957271855333335,-5.31,1,6,0,14.192936992009178,9.95560851273187,-2.9370881516892027,192.51999999999992,252.65680000000006,8,0,4.55e-03 g/l,biotin,0,DB03621,experimental,"L-709,587",nan,nan,-0.0011064741719538057,0,EXPT00237,nan,nan
7RDY-no-extra,Mrv1909-12101919052D,-13.6,-13.6,-13.3,-13.9,0.0920930232558134,DB15588,drugbank,[H][C@@]12[C@@H](C)[C@H](C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,"InChI=1S/C30H48O3/c1-18-10-15-30(25(32)33)17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h8,18-19,21-24,31H,9-17H2,1-7H3,(H,32,33)/t18-,19+,21+,22-,23+,24+,27+,28-,29-,30+/m1/s1",WCGUUGGRBIKTOS-GPOJBZKASA-N,C30H48O3,456.711,456.360345406,3,81,54.50721270559766,1,2,0,0,"(1S,2R,4aS,6aS,6bR,8aR,10S,12aR,12bR,14bS)-10-hydroxy-1,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid",6.35,6.581805409666667,-5.89,0,5,-1,19.489433291560097,4.744126566233528,-0.8351230225624989,57.53,133.69799999999998,1,0,5.90e-04 g/l,digoxigenin,0,DB15588,experimental,Ursolic acid,Malol; Prunol; Urson,nan,nan,n,nan,nan,nan
7RDY-no-extra,Mrv1652310201622512D,-13.55,-13.55,-13.3,-13.8,0.0639534883720928,DB11822,drugbank,COC1=CC=C2C3=C(C4CCCCC4)C4=CC=C5C=C4N3CC(=CC2=C1)C(=O)N(C)CCOCCN(C)S(=O)(=O)NC5=O,"InChI=1S/C32H38N4O6S/c1-34-13-15-42-16-14-35(2)43(39,40)33-31(37)22-9-11-27-28(19-22)36-20-24(32(34)38)17-23-18-25(41-3)10-12-26(23)30(36)29(27)21-7-5-4-6-8-21/h9-12,17-19,21H,4-8,13-16,20H2,1-3H3,(H,33,37)",UOBYJVFBFSLCTQ-UHFFFAOYSA-N,C32H38N4O6S,606.74,606.251206134,7,81,66.27159013980074,1,1,0,0,"28-cyclohexyl-22-methoxy-10,16-dimethyl-13-oxa-9lambda6-thia-1,8,10,16-tetraazapentacyclo[16.8.1.1^{2,6}.1^{3,26}.0^{20,25}]nonacosa-2(29),3,5,18,20,22,24,26(28)-octaene-7,9,9,17-tetrone",3.61,3.3639193910000014,-5.21,0,6,-1,nan,4.157419003948764,-0.39242029955193847,110.17999999999999,166.0856,2,0,3.71e-03 g/l,"28-cyclohexyl-22-methoxy-10,16-dimethyl-13-oxa-9lambda6-thia-1,8,10,16-tetraazapentacyclo[16.8.1.1^{2,6}.1^{3,26}.0^{20,25}]nonacosa-2(29),3,5,18,20,22,24,26(28)-octaene-7,9,9,17-tetrone",0,DB11822,investigational,TMC-647055,nan,nan,nan,n,nan,nan,nan
7RDY-no-extra,Mrv1652310201623072D-1704021546258,-13.55,-13.55,-13.5,-13.6,0.0025581395348837,DB11971,drugbank,C[C@]12C[C@H](C3=CC=C(C=C3)S(C)(=O)=O)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C(F)(F)C(F)(F)F,"InChI=1S/C27H29F5O4S/c1-24-14-21(15-3-7-18(8-4-15)37(2,35)36)23-19-10-6-17(33)13-16(19)5-9-20(23)22(24)11-12-25(24,34)26(28,29)27(30,31)32/h3-4,7-8,13,20-22,34H,5-6,9-12,14H2,1-2H3/t20-,21+,22-,24-,25-/m0/s1",JUFWQQVHQFDUOD-ANRPBIDPSA-N,C27H29F5O4S,544.58,544.170671403,4,66,51.14836500597521,1,1,0,0,"(10S,11S,14S,15S,17R)-14-hydroxy-17-(4-methanesulfonylphenyl)-15-methyl-14-(1,1,2,2,2-pentafluoroethyl)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-1,6-dien-5-one",4.13,4.456778148000001,-4.49,0,5,0,18.942899506025398,11.806229606496792,-4.195755156209263,71.44,129.193,4,0,1.75e-02 g/l,"(10S,11S,14S,15S,17R)-14-hydroxy-17-(4-methanesulfonylphenyl)-15-methyl-14-(1,1,2,2,2-pentafluoroethyl)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-1,6-dien-5-one",0,DB11971,investigational,Vilaprisan,Vilaprisan,nan,nan,n,nan,nan,nan
7RDY-zinc,Mrv1909-02062023042D,-13.55,-13.55,-13.2,-13.9,0.1253488372093023,DB00309,drugbank,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,"InChI=1S/C43H55N5O7/c1-6-39(52)21-25-22-42(38(51)55-5,33-27(13-17-47(23-25)24-39)26-11-8-9-12-30(26)45-33)29-19-28-31(20-32(29)54-4)46(3)35-41(28)15-18-48-16-10-14-40(7-2,34(41)48)36(49)43(35,53)37(44)50/h8-12,14,19-20,25,34-36,45,49,52-53H,6-7,13,15-18,21-24H2,1-5H3,(H2,44,50)/t25-,34-,35+,36+,39-,40+,41+,42-,43-/m0/s1",HHJUWIANJFBDHT-ZVTSDNJWSA-N,C43H55N5O7,753.941,753.410149131,9,110,81.3904444316345,1,5,0,0,"methyl (13S,15R,17S)-13-[(1R,9R,10S,11R,12R,19R)-10-carbamoyl-12-ethyl-10,11-dihydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.0^{1,9}.0^{2,7}.0^{16,19}]nonadeca-2,4,6,13-tetraen-4-yl]-17-ethyl-17-hydroxy-1,11-diazatetracyclo[13.3.1.0^{4,12}.0^{5,10}]nonadeca-4(12),5(10),6,8-tetraene-13-carboxylate",3.53,2.789183207999999,-4.03,1,9,2,13.861704060660195,11.342997458827782,8.676353628093905,164.82,210.32219999999992,7,0,7.00e-02 g/l,cefazolin sodium,0,DB00309,approved; investigational,Vindesine,3-(aminocarbonyl)-O4-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine; 3-carbamoyl-4-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine; Desacetylvinblastine amide; Vindesina; Vindesine; Vindesinum,Eldisine Inj 5mg/2ml,1.8862713069951613,2,APRD00392,Eldesine; Eldisine,Vindesine sulfate
7RDY-zinc,Mrv0541-04191212132D-1704021535776,-13.543181818181818,-13.65,-12.6,-14.2,0.4425105708245236,DB00511,drugbank,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,"InChI=1S/C43H66O14/c1-21-38(48)33(54-24(4)44)19-37(51-21)57-40-23(3)53-36(18-32(40)46)56-39-22(2)52-35(17-31(39)45)55-27-9-12-41(5)26(16-27)7-8-30-29(41)10-13-42(6)28(11-14-43(30,42)49)25-15-34(47)50-20-25/h15,21-23,26-33,35-40,45-46,48-49H,7-14,16-20H2,1-6H3/t21-,22-,23-,26-,27+,28-,29+,30-,31+,32+,33+,35+,36+,37+,38-,39-,40-,41+,42-,43+/m1/s1",HPMZBILYSWLILX-UMDUKNJSSA-N,C43H66O14,806.9757,806.44525682,12,123,87.8468459897152,0,4,0,0,"(2R,3R,4S,6S)-6-{[(2R,3S,4S,6S)-6-{[(2R,3S,4S,6R)-6-{[(1R,3aS,3bR,5aR,7S,9aS,9bS,11aR)-3a-hydroxy-9a,11a-dimethyl-1-(5-oxo-2,5-dihydrofuran-3-yl)-hexadecahydro-1H-cyclopenta[a]phenanthren-7-yl]oxy}-4-hydroxy-2-methyloxan-3-yl]oxy}-4-hydroxy-2-methyloxan-3-yl]oxy}-3-hydroxy-2-methyloxan-4-yl acetate",2.87,4.0386171493333345,-4.82,1,8,-1,13.059976022577873,7.182635647049334,0.2422401569805432,188.89999999999998,200.86880000000002,9,0,1.23e-02 g/l,tetrahydrofolic acid,0,DB00511,approved,Acetyldigitoxin,Acetildigitoxina; Acetyl-digitoxin-alpha; Acetyldiginatin; Acetyldigitoxin; Acetyldigitoxinum; Acetylgitoxin; alpha-Acetyldigitoxin; alpha-Acetylgitaloxin; alpha-Monoacetyldigitoxin; Desglucolanatoside A; Digitoxin 3'''-acetate,nan,-0.39638991020581227,0,APRD01334,nan,nan
7RDY-zinc,Mrv1909-05201914582D-1704021549449,-13.54090909090909,-13.5,-13.2,-13.9,0.1196828752642705,DB15193,drugbank,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC=C(C=C6)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)NCCN1CCS(=O)(=O)CC1,"InChI=1S/C42H62N2O4S/c1-28(2)31-14-19-42(43-22-23-44-24-26-49(47,48)27-25-44)21-20-40(6)33(36(31)42)12-13-35-39(5)17-15-32(29-8-10-30(11-9-29)37(45)46)38(3,4)34(39)16-18-41(35,40)7/h8-11,15,31,33-36,43H,1,12-14,16-27H2,2-7H3,(H,45,46)/t31-,33+,34-,35+,36+,39-,40+,41+,42-/m0/s1",XDMUFNNPLXHNKA-ZTESCHFWSA-N,C42H62N2O4S,691.03,690.443029658,6,111,81.48365850337794,1,2,0,0,"4-[(1R,3aS,5aR,5bR,7aR,11aS,11bR,13aR,13bR)-3a-{[2-(1,1-dioxo-1lambda6-thiomorpholin-4-yl)ethyl]amino}-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)-1H,2H,3H,3aH,4H,5H,5aH,5bH,6H,7H,7aH,8H,11H,11aH,11bH,12H,13H,13aH,13bH-cyclopenta[a]chrysen-9-yl]benzoic acid",6.82,4.485826100804149,-6.91,1,7,0,nan,4.102695823059945,10.715324595063786,86.71000000000001,199.32559999999998,7,0,8.57e-05 g/l,"(2R)-14-fluoro-2-methyl-6,9,10,19-tetraazapentacyclo[14.2.1.0^{2,6}.0^{8,18}.0^{12,17}]nonadeca-1(18),8,12(17),13,15-pentaen-11-one",0,DB15193,investigational,BMS-955176,nan,nan,nan,n,nan,nan,nan
7RDY-zinc,Mrv1909-10112218212D,-13.5,-13.5,-13.2,-13.8,0.092093023255814,DB17049,drugbank,[H][C@@]12C[C@@](C)(CC[C@]1(C)CC[C@]1(C)C3=CC=C4C(C)=C(O)C(=O)C=C4[C@]3(C)CC[C@@]21C)C(=O)OC,"InChI=1S/C30H40O4/c1-18-19-8-9-22-28(4,20(19)16-21(31)24(18)32)13-15-30(6)23-17-27(3,25(33)34-7)11-10-26(23,2)12-14-29(22,30)5/h8-9,16,23,32H,10-15,17H2,1-7H3/t23-,26-,27-,28+,29-,30+/m1/s1",JFACETXYABVHFD-WXPPGMDDSA-N,C30H40O4,464.646,464.292659768,3,74,53.356226191773125,1,1,0,0,"methyl (2R,4aS,6aS,12bR,14aS,14bR)-10-hydroxy-2,4a,6a,9,12b,14a-hexamethyl-11-oxo-1,2,3,4,4a,5,6,6a,11,12b,13,14,14a,14b-tetradecahydropicene-2-carboxylate",6.60,5.476367878333336,-5.63,0,5,0,nan,9.752585316784335,-3.4624791824385315,63.599999999999994,137.51519999999996,2,0,1.09e-03 g/l,"6-cyclopropaneamido-N-[hydroxy(2H2)methyl]-4-{[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)phenyl]amino}pyridazine-3-carboxamide",0,DB17049,investigational,Pristimerin,"(9.beta.,13.alpha.,14.beta.,20.alpha.)-3-hydroxy-9,13-dimethyl-2-oxo-24,25,26-trinoroleana-1(10),3,5,7-tetraen-29-oic acid; 24,25,26-trinoroleana-1(10),3,5,7-tetraen-29-oic acid, 3-hydroxy-9,13-dimethyl-2-oxo-, methyl ester, (9.beta.,13.alpha.,14.beta.,20.alpha.)-; Celastrol methyl ester",nan,-0.0017646049386010113,0,nan,nan,nan
7RDY-zinc,Mrv1652310211601272D-1704021547068,-13.497727272727271,-13.5,-12.9,-14.0,0.2583668076109935,DB12651,drugbank,CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C1[C@@]2(C)C=C(C#N)C(=O)C(C)(C)[C@@H]2CC[C@@]31C)C(O)=O,"InChI=1S/C31H41NO4/c1-26(2)10-12-31(25(35)36)13-11-30(7)23(19(31)16-26)20(33)14-22-28(5)15-18(17-32)24(34)27(3,4)21(28)8-9-29(22,30)6/h14-15,19,21,23H,8-13,16H2,1-7H3,(H,35,36)/t19-,21-,23-,28-,29+,30+,31-/m0/s1",TXGZJQLMVSIZEI-UQMAOPSPSA-N,C31H41NO4,491.672,491.303558804,5,77,56.02483157552331,1,1,0,0,"(4aS,6aR,6bS,8aR,12aS,14aR,14bS)-11-cyano-2,2,6a,6b,9,9,12a-heptamethyl-10,14-dioxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,12a,14,14a,14b-octadecahydropicene-4a-carboxylic acid",5.39,6.404537853333334,-5.09,0,5,-1,nan,4.596851513965622,-5.339436600827095,95.23,139.59310000000002,1,0,4.01e-03 g/l,"(4aS,6aR,6bS,8aR,12aS,14aR,14bS)-11-cyano-2,2,6a,6b,9,9,12a-heptamethyl-10,14-dioxo-1,3,4,5,6,7,8,8a,14a,14b-decahydropicene-4a-carboxylic acid",0,DB12651,investigational,Bardoxolone,Bardoxolone,nan,nan,n,DB06120,nan,nan
